rank,journal_name,issn,eissn,url,source
9727,Asia Pacific Journal of Education,0218-8791,1742-6855,https://www.tandfonline.com/toc/cape20/current,GoingPub-EISSN
9727,Communication & Society-Spain,2386-7876,2386-7876,https://www.unav.edu/publicaciones/revistas/index.php/communication-and-society/index,GoingPub-ISSN
9727,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,0090-6905,1573-6555,https://link.springer.com/journal/10936,Journal.csv-ISSN
9727,Oral Radiology,0911-6028,1613-9674,https://www.springer.com/11282,GoingPub-EISSN
9727,JOURNAL OF MAMMALIAN EVOLUTION,1064-7554,1573-7055,https://www.springer.com/10914,GoingPub-EISSN
9727,Journal of PeriAnesthesia Nursing,1089-9472,1532-8473,http://www.jopan.org/,GoingPub-EISSN
9727,Journal of Social Work in End-of-Life & Palliative Care,1552-4256,1552-4264,https://www.tandfonline.com/toc/wswe20/current,Sources.tsv-EISSN
9727,BMC Surgery,,1471-2482,https://bmcsurg.biomedcentral.com/,GoingPub-EISSN
9727,Brock Education-A Journal of Educational Research and Practice,1183-1189,1183-1189,https://journals.library.brocku.ca/brocked/index.php/home,GoingPub-ISSN
9727,Child & Family Social Work,1356-7500,1365-2206,https://onlinelibrary.wiley.com/journal/13652206,Sources.tsv-ISSN
9727,JOURNAL OF NURSING EDUCATION,0148-4834,1938-2421,http://www.healio.com/nursing/journals/jne,GoingPub-EISSN
9727,NONLINEARITY,0951-7715,1361-6544,http://iopscience.iop.org/0951-7715,GoingPub-EISSN
9727,Sport Management Education Journal,1938-6974,2163-2367,https://journals.humankinetics.com/view/journals/smej/17/1/smej.17.issue-1.xml,API-Search (Score: 8)
9727,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,0926-6003,1573-2894,https://www.springer.com/10589,GoingPub-EISSN
9727,Global Public Policy and Governance,2730-6291,2730-6305,https://link.springer.com/journal/43508,Sources.tsv-ISSN
9727,Information and Learning Sciences,2398-5348,2398-5356,http://www.emeraldinsight.com/loi/ils,Sources.tsv-ISSN
9727,International Journal of Medical Education,2042-6372,2042-6372,http://www.ijme.net/,Sources.tsv-ISSN
9727,KNEE,0968-0160,1873-5800,http://www.sciencedirect.com/science/journal/09680160,GoingPub-EISSN
9727,SIAM Journal on Applied Algebra and Geometry,2470-6566,2470-6566,https://www.siam.org/,Sources.tsv-ISSN
9727,INTERNATIONAL MIGRATION,0020-7985,1468-2435,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2435,Sources.tsv-ISSN
9727,JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,0894-1912,1554-558X,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-558X,GoingPub-EISSN
9727,Journal of Sexual Aggression,1355-2600,1742-6545,https://www.tandfonline.com/toc/tjsa20/current,GoingPub-EISSN
9727,Language Cognition and Neuroscience,2327-3798,2327-3801,http://www.tandfonline.com/toc/plcp21/current,GoingPub-EISSN
9727,Reflective Practice,1462-3943,1470-1103,https://www.tandfonline.com/toc/crep20/current,GoingPub-EISSN
9727,Surveillance & Society,1477-7487,1477-7487,https://ojs.library.queensu.ca/index.php/surveillance-and-society/index,DOAJ-ISSN
9727,Alternative-An International Journal of Indigenous Peoples,1177-1801,1174-1740,http://www.alternative.ac.nz/,Sources.tsv-ISSN
9727,Facial Plastic Surgery & Aesthetic Medicine,2689-3614,2689-3622,https://www.liebertpub.com/loi/fpsam,Sources.tsv-ISSN
9727,Innovation-The European Journal of Social Science Research,1351-1610,1469-8412,https://www.tandfonline.com/toc/ciej20/current,Sources.tsv-ISSN
9727,INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,0277-1691,1538-7151,http://journals.lww.com/intjgynpathology/pages/default.aspx,GoingPub-EISSN
9727,JOURNAL OF APPLIED POULTRY RESEARCH,1056-6171,1537-0437,http://japr.oxfordjournals.org/,GoingPub-EISSN
9727,AREA,0004-0894,1475-4762,https://publicacionescientificas.fadu.uba.ar/index.php/area,GoingPub-EISSN
9727,Counselling Psychology Quarterly,0951-5070,1469-3674,https://www.tandfonline.com/toc/ccpq20/current,GoingPub-EISSN
9727,JOURNAL OF AMERICAN COLLEGE HEALTH,0744-8481,1940-3208,https://www.tandfonline.com/toc/vach20/current,GoingPub-EISSN
9727,WILDLIFE RESEARCH,1035-3712,1448-5494,http://www.publish.csiro.au/nid/144.htm,GoingPub-EISSN
9727,Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie,0008-4174,1911-9828,http://cjo.sagepub.com/content/by/year,GoingPub-EISSN
9727,Criminology & Criminal Justice,1748-8958,1748-8966,http://www.sagepub.com/journals/Journal201382/title,Sources.tsv-ISSN
9727,Critical Studies on Terrorism,1753-9153,1753-9161,https://www.tandfonline.com/toc/rter20/current,GoingPub-EISSN
9727,Du Bois Review-Social Science Research on Race,1742-058X,1742-0598,https://www.cambridge.org/core/journals/du-bois-review-social-science-research-on-race,Sources.tsv-ISSN
9727,Multidisciplinary Journal for Education Social and Technological Sciences,2341-2593,2341-2593,http://polipapers.upv.es/index.php/MUSE/index,DOAJ-ISSN
9727,BRITISH POULTRY SCIENCE,0007-1668,1466-1799,http://www.tandfonline.com/toc/cbps20/current,GoingPub-EISSN
9727,Journal for Labour Market Research,2510-5019,2510-5027,http://labourmarketresearch.springeropen.com/,GoingPub-EISSN
9727,JOURNAL OF VERTEBRATE PALEONTOLOGY,0272-4634,1937-2809,http://vertpaleo.org/CMSPages/PortalTemplate.aspx?aliaspath=/Publications/Journal-of-Vertebrate-Paleontology,GoingPub-EISSN
9727,Videosurgery and Other Miniinvasive Techniques,1895-4588,2299-0054,http://www.termedia.pl/Journal/-42,GoingPub-EISSN
9727,AMERICAN POLITICS RESEARCH,1532-673X,1552-3373,http://apr.sagepub.com/,Sources.tsv-ISSN
9727,Archives Animal Breeding,0003-9438,2363-9822,https://www.archives-animal-breeding.net/,GoingPub-EISSN
9727,CURRICULUM INQUIRY,0362-6784,1467-873X,https://www.tandfonline.com/toc/rcui20/current,GoingPub-EISSN
9727,Journal of Education Culture and Society,,2081-1640,http://www.jecs.pl,Sources.tsv-EISSN
9727,STATISTICS AND COMPUTING,0960-3174,1573-1375,https://www.springer.com/11222,GoingPub-EISSN
9727,AGRICULTURAL AND FOREST ENTOMOLOGY,1461-9555,1461-9563,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1461-9563,GoingPub-EISSN
9727,Australian Occupational Therapy Journal,0045-0766,1440-1630,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1630,GoingPub-EISSN
9727,Australian Social Work,0312-407X,1447-0748,https://www.tandfonline.com/toc/rasw20/current,GoingPub-EISSN
9727,Frontiers in Surgery,2296-875X,2296-875X,http://www.frontiersin.org/surgery,GoingPub-ISSN
9727,HSS Journal,1556-3316,1556-3324,https://journals.sagepub.com/home/hssa,Sources.tsv-ISSN
9727,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,1055-3290,1552-6917,http://www.nursesinaidscarejournal.org/,GoingPub-EISSN
9727,Journal of Public Procurement,1535-0118,2150-6930,https://www.emerald.com/insight/publication/issn/1535-0118/vol/11/iss/1,API-Search (Score: 8)
9727,Journal of Women Politics & Policy,1554-477X,1554-4788,http://www.tandfonline.com/action/journalInformation?journalCode=wwap20,Sources.tsv-EISSN
9727,PHYSIOTHERAPY THEORY AND PRACTICE,0959-3985,1532-5040,http://www.tandfonline.com/toc/iptp20/current,GoingPub-ISSN
9727,Primary Health Care Research and Development,1463-4236,1477-1128,http://journals.cambridge.org/action/displayIssue?iid=1804644,GoingPub-EISSN
9727,ACSMS HEALTH & FITNESS JOURNAL,1091-5397,1536-593X,http://journals.lww.com/acsm-healthfitness/pages/default.aspx,GoingPub-EISSN
9727,Research in Psychotherapy-Psychopathology Process and Outcome,2239-8031,2239-8031,https://www.researchinpsychotherapy.org,GoingPub-ISSN
9727,SMALL RUMINANT RESEARCH,0921-4488,1879-0941,http://www.elsevier.com/wps/find/journaldescription.cws_home/503317/description#description,GoingPub-EISSN
9727,Aesthetic Surgery Journal Open Forum,,2631-4797,https://academic.oup.com/asjopenforum,DOAJ-EISSN
9727,BIT NUMERICAL MATHEMATICS,0006-3835,1572-9125,https://www.springer.com/10543,GoingPub-EISSN
9727,BJUI Compass,2688-4526,2688-4526,https://bjui-journals.onlinelibrary.wiley.com/journal/26884526,DOAJ-ISSN
9727,FETAL DIAGNOSIS AND THERAPY,1015-3837,1421-9964,http://www.karger.com/Journal/Home/224239,GoingPub-EISSN
9727,Geotechnical Research,2052-6156,2052-6156,https://www.icevirtuallibrary.com/toc/jgere/current,GoingPub-ISSN
9727,Nordic Journal of Music Therapy,0809-8131,1944-8260,https://www.tandfonline.com/toc/rnjm20/current,GoingPub-EISSN
9727,OPTIMIZATION,0233-1934,1029-4945,http://www.tandfonline.com/toc/gopt20/current#.U19vfz-Sx24,GoingPub-EISSN
9727,Social Justice Research,0885-7466,1573-6725,https://www.springer.com/11211,GoingPub-EISSN
9727,Journal of Manual & Manipulative Therapy,1066-9817,2042-6186,http://tandfonline.com/toc/yjmt20/current,Sources.tsv-ISSN
9727,Public Organization Review,1566-7170,1573-7098,https://www.springer.com/journal/11115,Sources.tsv-ISSN
9727,INDUSTRIAL RELATIONS JOURNAL,0019-8692,1468-2338,https://onlinelibrary.wiley.com/journal/14682338,Sources.tsv-ISSN
9727,Journal of Politics in Latin America,1866-802X,1868-4890,https://journals.sagepub.com/home/pla,GoingPub-EISSN
9727,Qualitative Report,1052-0147,2160-3715,https://nsuworks.nova.edu/tqr/,GoingPub-EISSN
9727,REPRODUCTION IN DOMESTIC ANIMALS,0936-6768,1439-0531,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0531,GoingPub-EISSN
9727,Apunts Educacion Fisica y Deportes,1577-4015,2014-0983,http://www.revista-apunts.com/,GoingPub-EISSN
9727,STATISTICAL METHODS IN MEDICAL RESEARCH,0962-2802,1477-0334,http://smm.sagepub.com/,GoingPub-EISSN
9727,JOURNAL OF FAMILY ISSUES,0192-513X,1552-5481,http://jfi.sagepub.com/,Sources.tsv-ISSN
9727,OPTOMETRY AND VISION SCIENCE,1040-5488,1538-9235,http://journals.lww.com/optvissci/Pages/default.aspx,GoingPub-EISSN
9727,Scandinavian Actuarial Journal,0346-1238,1651-2030,http://www.tandfonline.com/toc/sact20/current,GoingPub-EISSN
9727,Audiology and Neurotology,1420-3030,1421-9700,https://www.karger.com/Journal/Home/224213,GoingPub-EISSN
9727,Journal of Aggression Maltreatment & Trauma,1092-6771,1545-083X,https://www.tandfonline.com/toc/wamt20/current,Sources.tsv-ISSN
9727,Journal of Child and Family Studies,1062-1024,1573-2843,https://www.springer.com/10826,GoingPub-EISSN
9727,Journal of Information Communication & Ethics in Society,1477-996X,1758-8871,https://portal.issn.org/resource/ISSN/1477-996X,API-Search (Score: 6)
9727,Monash Bioethics Review,1321-2753,1836-6716,https://www.springer.com/40592,GoingPub-EISSN
9727,PHYSIOLOGICAL ENTOMOLOGY,0307-6962,1365-3032,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3032,GoingPub-EISSN
9727,Australasian Accounting Business and Finance Journal,1834-2000,1834-2019,http://ro.uow.edu.au/aabfj/,GoingPub-EISSN
9727,Clinical Spine Surgery,2380-0186,2380-0186,https://journals.lww.com/jspinaldisorders/Pages/Information-for-Authors.aspx,GoingPub-ISSN
9727,Journal of Anthropological Sciences,1827-4765,2037-0644,http://www.isita-org.com/jass/,GoingPub-EISSN
9727,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,0022-3239,1573-2878,https://www.springer.com/10957,GoingPub-EISSN
9727,PLANT PRODUCTION SCIENCE,1343-943X,1349-1008,https://www.jstage.jst.go.jp/browse/pps/,GoingPub-EISSN
9727,Politics Philosophy & Economics,1470-594X,1741-3060,http://www.sagepub.com/journals/Journal201490/title,Sources.tsv-ISSN
9727,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,0907-5682,1461-7013,http://chd.sagepub.com/,Sources.tsv-ISSN
9727,Journal of Patient-Centered Research and Reviews,2330-068X,2330-0698,http://digitalrepository.aurorahealthcare.org/jpcrr/,GoingPub-EISSN
9727,AIDS EDUCATION AND PREVENTION,0899-9546,1943-2755,http://guilfordjournals.com/loi/aeap,Sources.tsv-ISSN
9727,Australasian Journal of Early Childhood,1836-9391,1839-5961,https://us.sagepub.com/en-us/nam/australasian-journal-of-early-childhood/journal203621,Sources.tsv-ISSN
9727,Cogent Psychology,2331-1908,2331-1908,http://cogentoa.tandfonline.com/journal/oaps20,GoingPub-ISSN
9727,International Journal of Dental Hygiene,1601-5029,1601-5037,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1601-5037,GoingPub-EISSN
9727,JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,1341-8076,1447-0756,http://obgyn.onlinelibrary.wiley.com/hub/journal/10.1111/(ISSN)1447-0756/,GoingPub-EISSN
9727,JOURNAL OF PAEDIATRICS AND CHILD HEALTH,1034-4810,1440-1754,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1754,GoingPub-EISSN
9727,MATHEMATICAL FINANCE,0960-1627,1467-9965,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9965,GoingPub-EISSN
9727,ECOLOGY OF FRESHWATER FISH,0906-6691,1600-0633,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0633,GoingPub-EISSN
9727,European Endodontic Journal,2548-0839,2548-0839,https://eurendodj.com/default.aspx,DOAJ-ISSN
9727,HUMAN MOVEMENT SCIENCE,0167-9457,1872-7646,http://www.journals.elsevier.com/human-movement-science/,GoingPub-EISSN
9727,International Journal of Older People Nursing,1748-3735,1748-3743,https://onlinelibrary.wiley.com/journal/17483743,GoingPub-EISSN
9727,Knowledge and Management of Aquatic Ecosystems,1961-9502,1961-9502,http://www.kmae-journal.org/,GoingPub-ISSN
9727,PLASMA SCIENCE & TECHNOLOGY,1009-0630,2058-6272,http://iopscience.iop.org/1009-0630/,GoingPub-EISSN
9727,Womens Health Reports,,2688-4844,http://www.liebertpub.com/whr,DOAJ-EISSN
9727,Dermatopathology,2296-3529,2296-3529,https://www.mdpi.com/journal/dermatopathology,GoingPub-ISSN
9727,Geriatric Orthopaedic Surgery & Rehabilitation,2151-4585,2151-4593,https://journals.sagepub.com/home/gos,GoingPub-EISSN
9727,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,0361-1434,1558-1500,http://sites.ieee.org/pcs,Sources.tsv-ISSN
9727,INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,1387-3806,1873-2798,http://www.elsevier.com/wps/find/journaldescription.cws_home/500847/description#description,GoingPub-EISSN
9727,International Journal of Occupational Safety and Ergonomics,1080-3548,2376-9130,https://www.tandfonline.com/toc/tose20/current,GoingPub-EISSN
9727,Psyche-A Journal of Entomology,0033-2615,1687-7438,https://www.hindawi.com/journals/psyche/,GoingPub-EISSN
9727,Science Editing,2288-7474,2288-8063,http://www.escienceediting.org/,GoingPub-EISSN
9727,TRANSITION METAL CHEMISTRY,0340-4285,1572-901X,https://www.springer.com/11243,GoingPub-EISSN
9727,Action Research,1476-7503,1741-2617,http://www.sagepub.com/journals/Journal201642/title,Sources.tsv-ISSN
9727,Applied Radiation and Isotopes,0969-8043,1872-9800,http://www.journals.elsevier.com/applied-radiation-and-isotopes/,GoingPub-EISSN
9727,BEHAVIORAL NEUROSCIENCE,0735-7044,1939-0084,http://www.apa.org/pubs/journals/bne/index.aspx,GoingPub-EISSN
9727,Obstetrics and Gynecology International,1687-9589,1687-9597,https://www.hindawi.com/journals/ogi,GoingPub-EISSN
9727,Spine Deformity,2212-134X,2212-1358,https://link.springer.com/journal/43390,Sources.tsv-ISSN
9727,Anesthesiology Research and Practice,1687-6962,1687-6970,https://www.hindawi.com/journals/arp,GoingPub-EISSN
9727,Anthropocene Coasts,,2561-4150,https://www.springer.com/journal/44218,Sources.tsv-EISSN
9727,Journal of Cognition and Development,1524-8372,1532-7647,https://www.tandfonline.com/toc/hjcd20/current,GoingPub-EISSN
9727,ONCOLOGY NURSING FORUM,0190-535X,1538-0688,https://www.ons.org/practice-resources/onf,GoingPub-EISSN
9727,Transnational Corporations Review,1918-6444,1925-2099,https://www.tandfonline.com/toc/rncr20/current,GoingPub-EISSN
9727,Current Anesthesiology Reports,,2167-6275,https://www.springer.com/journal/40140,Sources.tsv-Name
9727,HIGH ALTITUDE MEDICINE & BIOLOGY,1527-0297,1557-8682,http://www.liebertpub.com/overview/high-altitude-medicine-and-biology/65/,GoingPub-EISSN
9727,IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,0265-0754,1471-6887,https://academic.oup.com/imamci/,GoingPub-EISSN
9727,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,0891-2416,1552-5414,http://jce.sagepub.com/,Sources.tsv-ISSN
9727,Asian Journal of Agriculture and Biology,2307-8553,2307-8553,http://www.asianjab.com/,GoingPub-ISSN
9727,Frontiers in Health Services,,2813-0146,https://www.frontiersin.org/journals/health-services,DOAJ-EISSN
9727,Health Services and Outcomes Research Methodology,1387-3741,1572-9400,https://www.springer.com/10742,GoingPub-EISSN
9727,Health Services Management Research,0951-4848,1758-1044,http://hsm.sagepub.com/,Sources.tsv-ISSN
9727,JOURNAL OF CUTANEOUS PATHOLOGY,0303-6987,1600-0560,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0560,GoingPub-EISSN
9727,JOURNAL OF DAIRY RESEARCH,0022-0299,1469-7629,http://www.journalofdairyresearch.org/,GoingPub-EISSN
9727,Behavior and Social Issues,1064-9506,2376-6786,https://www.springer.com/42822,GoingPub-EISSN
9727,CHILD NEUROPSYCHOLOGY,0929-7049,1744-4136,http://www.tandfonline.com/toc/ncny20/current#.UxbaXaLHmL0,GoingPub-EISSN
9727,Critical Finance Review,2164-5744,2164-5760,https://research.com/journal/critical-finance-review,API-Search (Score: 10)
9727,German Journal of Exercise and Sport Research,2509-3142,2509-3150,https://www.springer.com/12662,GoingPub-EISSN
9727,International Journal of Applied Mathematics and Computer Science,1641-876X,2083-8492,http://www.amcs.uz.zgora.pl/,GoingPub-EISSN
9727,International Journal of System Assurance Engineering and Management,0975-6809,0976-4348,https://www.springer.com/13198,GoingPub-EISSN
9727,KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,1226-4512,2093-3827,http://www.kjpp.or.kr/,GoingPub-ISSN
9727,Minerva Obstetrics and Gynecology,2724-606X,2724-6450,https://www.minervamedica.it/en/journals/minerva-obstetrics-gynecology/index.php,API-Search (Score: 7)
9727,NJAS-Impact in Agricultural and Life Sciences,,2768-5241,https://www.tandfonline.com/toc/tjls21/current,Sources.tsv-EISSN
9727,Cutaneous and Ocular Toxicology,1556-9527,1556-9535,http://informahealthcare.com/journal/cot,GoingPub-EISSN
9727,EUPHYTICA,0014-2336,1573-5060,https://www.springer.com/10681,GoingPub-EISSN
9727,HOLOCENE,0959-6836,1477-0911,http://hol.sagepub.com/,GoingPub-EISSN
9727,JOURNAL OF EMPLOYMENT COUNSELING,0022-0787,2161-1920,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2161-1920,Sources.tsv-ISSN
9727,MARINE GEOPHYSICAL RESEARCH,0025-3235,1573-0581,https://www.springer.com/11001,GoingPub-EISSN
9727,Medical Mycology Case Reports,2211-7539,2211-7539,https://www.journals.elsevier.com/medical-mycology-case-reports/,GoingPub-ISSN
9727,SOCIAL DEVELOPMENT,0961-205X,1467-9507,https://onlinelibrary.wiley.com/journal/14679507,Sources.tsv-ISSN
9727,SPORT PSYCHOLOGIST,0888-4781,1543-2793,http://www.sportpsychassociates.com/sport-psychology/,GoingPub-EISSN
9727,Agrekon,0303-1853,2078-0400,http://www.aggreko.com/,GoingPub-EISSN
9727,Anaesthesiology Intensive Therapy,1642-5758,1731-2531,https://www.termedia.pl/Journal/Anaesthesiology_Intensive_Therapy-118,GoingPub-EISSN
9727,GENETIC RESOURCES AND CROP EVOLUTION,0925-9864,1573-5109,https://www.springer.com/10722,GoingPub-EISSN
9727,International Journal of Sports Physical Therapy,2159-2896,2159-2896,https://ijspt.org/,GoingPub-ISSN
9727,Journal of Agricultural and Applied Economics,1074-0708,2056-7405,https://www.cambridge.org/core/journals/journal-of-agricultural-and-applied-economics,GoingPub-EISSN
9727,TEXTILE RESEARCH JOURNAL,0040-5175,1746-7748,http://trj.sagepub.com/,GoingPub-EISSN
9727,ACTA CYTOLOGICA,0001-5547,1938-2650,http://www.karger.com/Journal/Home/254338,GoingPub-EISSN
9727,AGING NEUROPSYCHOLOGY AND COGNITION,1382-5585,1744-4128,https://www.tandfonline.com/toc/nanc20/current,Sources.tsv-ISSN
9727,AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,1552-4841,1552-485X,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-485X,GoingPub-EISSN
9727,Anatolia-International Journal of Tourism and Hospitality Research,1303-2917,2156-6909,https://www.tandfonline.com/toc/rana20/current,GoingPub-EISSN
9727,Interactive Cardiovascular and Thoracic Surgery,1569-9293,1569-9285,https://portal.issn.org/resource/ISSN/1569-9293,API-Search (Score: 6)
9727,Journal of Emerging Technologies in Accounting,1554-1908,1558-7940,https://aaahq.org/Research/Journals/Journal-of-Emerging-Technologies-in-Accounting,API-Search (Score: 9)
9727,Journal of Public Health Research,2279-9028,2279-9036,http://www.jphres.org,GoingPub-EISSN
9727,OSA Continuum,,2578-7519,https://opg.optica.org/optcon/browse.cfm#osacarchives,DOAJ-EISSN
9727,BEHAVIOURAL PHARMACOLOGY,0955-8810,1473-5849,http://journals.lww.com/behaviouralpharm/pages/default.aspx,GoingPub-EISSN
9727,BOTANICA MARINA,0006-8055,1437-4323,http://www.abe.pl/en/journal/899/botanica-marina,GoingPub-EISSN
9727,DEFENCE AND PEACE ECONOMICS,1024-2694,1476-8267,https://www.tandfonline.com/toc/gdpe20/current,GoingPub-EISSN
9727,Journal of Behavioral and Experimental Economics,2214-8043,2214-8051,https://www.journals.elsevier.com/journal-of-behavioral-and-experimental-economics,GoingPub-EISSN
9727,JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,1068-9583,1573-3572,https://www.springer.com/10880,GoingPub-EISSN
9727,Journal of Wine Economics,1931-4361,1931-437X,http://journals.cambridge.org/JWE,Sources.tsv-ISSN
9727,NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,0016-7746,1573-9708,http://journals.cambridge.org/action/displayJournal?jid=NJG,GoingPub-ISSN
9727,PHYCOLOGICAL RESEARCH,1322-0829,1440-1835,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1835,GoingPub-EISSN
9727,Sport Ethics and Philosophy,1751-1321,1751-133X,https://www.tandfonline.com/toc/rsep20/current,Sources.tsv-EISSN
9727,COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,1386-2073,1875-5402,http://www.bentham.org/cchts,Sources.tsv-ISSN
9727,Journal of Optics-India,0972-8821,0974-6900,https://www.springer.com/12596,GoingPub-EISSN
9727,MYCOBIOLOGY,1229-8093,2092-9323,http://www.mycobiology.or.kr/,GoingPub-EISSN
9727,Occupational Health Science,2367-0134,2367-0142,https://link.springer.com/journal/41542,Sources.tsv-EISSN
9727,PHLEBOLOGY,0268-3555,1758-1125,http://phl.sagepub.com/,GoingPub-EISSN
9727,PLANT BIOSYSTEMS,1126-3504,1724-5575,http://www.tandf.co.uk/journals/tplb,GoingPub-ISSN
9727,Spatial Cognition and Computation,1387-5868,1542-7633,https://www.tandfonline.com/toc/hscc20/current,Sources.tsv-ISSN
9727,Urban Policy and Research,0811-1146,1476-7244,https://www.tandfonline.com/toc/cupr20/current,GoingPub-EISSN
9727,ARTIFICIAL LIFE,1064-5462,1530-9185,http://www.mitpressjournals.org/loi/artl,GoingPub-EISSN
9727,CEREAL RESEARCH COMMUNICATIONS,0133-3720,1788-9170,https://www.springer.com/42976,GoingPub-EISSN
9727,International Journal of Reproductive Biomedicine,2476-4108,2476-3772,http://www.ijrm.ir,GoingPub-EISSN
9727,JOURNAL OF ADDICTIVE DISEASES,1055-0887,1545-0848,https://www.tandfonline.com/toc/wjad20/current,GoingPub-EISSN
9727,Journal of Biomedical Semantics,2041-1480,2041-1480,https://www.springer.com/journal/13326,GoingPub-ISSN
9727,PERCEPTION,0301-0066,1468-4233,https://journals.sagepub.com/home/pec/,GoingPub-EISSN
9727,REVIEW OF SOCIAL ECONOMY,0034-6764,1470-1162,https://www.tandfonline.com/toc/rrse20/current,GoingPub-EISSN
9727,Toxicological Research,1976-8257,2234-2753,https://www.springer.com/43188,GoingPub-EISSN
9727,Urban Water Journal,1573-062X,1744-9006,http://www.tandfonline.com/toc/nurw20/current,GoingPub-EISSN
9727,European Journal of Hospital Pharmacy,2047-9956,2047-9964,https://ejhp.bmj.com/,Sources.tsv-ISSN
9727,Facilities,0263-2772,1758-7131,http://info.emeraldinsight.com/products/journals/journals.htm?id=f,Sources.tsv-ISSN
9727,IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,1094-6969,1941-0123,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5289,GoingPub-EISSN
9727,Journal of Agriculture Food Systems and Community Development,2152-0798,2152-0801,https://www.foodsystemsjournal.org,GoingPub-EISSN
9727,JOURNAL OF ELDER ABUSE & NEGLECT,0894-6566,1540-4129,https://www.tandfonline.com/toc/wean20/current,Sources.tsv-ISSN
9727,LIBRARY QUARTERLY,0024-2519,1549-652X,http://www.journals.uchicago.edu/lq,Sources.tsv-ISSN
9727,Animal Reproduction,1806-9614,1984-3143,https://www.animal-reproduction.org/,GoingPub-EISSN
9727,Canadian Journal of Kidney Health and Disease,,2054-3581,https://journals.sagepub.com/home/cjk,DOAJ-EISSN
9727,Earth Interactions,,1087-3562,http://journals.ametsoc.org/loi/eint,GoingPub-EISSN
9727,European Journal of Medical Genetics,1769-7212,1878-0849,http://www.elsevier.com/wps/find/journaldescription.cws_home/705239/description#description,GoingPub-EISSN
9727,INDIAN JOURNAL OF PHYSICS,0973-1458,0974-9845,https://www.springer.com/12648,GoingPub-EISSN
9727,INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,0894-3370,1099-1204,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1204,GoingPub-EISSN
9727,International Journal on Digital Libraries,1432-5012,1432-1300,https://www.springer.com/799,GoingPub-EISSN
9727,JOURNAL OF NERVOUS AND MENTAL DISEASE,0022-3018,1539-736X,http://journals.lww.com/jonmd/Pages/default.aspx,GoingPub-EISSN
9727,Journal of Patient Experience,2374-3743,2374-3735,https://journals.sagepub.com/home/jpx,GoingPub-EISSN
9727,JOURNAL OF PLANT NUTRITION,0190-4167,1532-4087,http://www.tandfonline.com/toc/lpla20/current,GoingPub-EISSN
9727,Journal of Thermal Science and Engineering Applications,1948-5085,1948-5093,https://research.com/journal/journal-of-thermal-science-and-engineering-applications,API-Search (Score: 14)
9727,Lymphatic Research and Biology,1539-6851,1557-8585,http://www.liebertpub.com/lrb,GoingPub-EISSN
9727,PACIFIC CONSERVATION BIOLOGY,1038-2097,2204-4604,http://pcb.murdoch.edu.au/,Sources.tsv-ISSN
9727,SABRAO Journal of Breeding and Genetics,1029-7073,2224-8978,http://sabrao.org/,GoingPub-EISSN
9727,BMC Research Notes,,1756-0500,https://bmcresnotes.biomedcentral.com,DOAJ-EISSN
